id,hex,updated_at,deleted_at,country_code
3828,#000000,2024-02-08 08:27:22.374778+00,,tz
3829,#000000,2024-02-08 08:27:22.505545+00,,ug
3830,#000000,2024-02-08 08:27:22.677791+00,,ug
3831,#000000,2024-02-08 08:27:22.881348+00,,ug
3832,#000000,2024-02-08 08:27:23.052808+00,,ug
3833,#000000,2024-02-08 08:27:23.235652+00,,ug
3834,#000000,2024-02-08 08:27:23.43101+00,,ug
3835,#000000,2024-02-08 08:27:23.606156+00,,ug
3836,#000000,2024-02-08 08:27:23.84943+00,,ug
3837,#000000,2024-02-08 08:27:23.950277+00,,ug
3838,#000000,2024-02-08 08:27:24.159127+00,,ug
3839,#000000,2024-02-08 08:27:24.386951+00,,ug
3840,#000000,2024-02-08 08:27:24.559336+00,,ug
3841,#000000,2024-02-08 08:27:24.725676+00,,ug
3842,#000000,2024-02-08 08:27:24.945287+00,,ug
3843,#000000,2024-02-08 08:27:25.050301+00,,ug
3844,#000000,2024-02-08 08:27:25.253733+00,,ug
3845,#000000,2024-02-08 08:27:25.442844+00,,ug
3846,#000000,2024-02-08 08:27:25.612841+00,,ug
3847,#000000,2024-02-08 08:27:25.97732+00,,ug
3848,#000000,2024-02-08 08:27:26.151714+00,,ug
3849,#000000,2024-02-08 08:27:26.393707+00,,ug
3850,#000000,2024-02-08 08:27:26.656309+00,,ug
3851,#000000,2024-02-08 08:27:26.853349+00,,us
3852,#000000,2024-02-08 08:27:27.035332+00,,us
3853,#000000,2024-02-08 08:27:27.202539+00,,us
3854,#000000,2024-02-08 08:27:27.431256+00,,us
3856,#000000,2024-02-08 08:27:27.735388+00,,us
3857,#000000,2024-02-08 08:27:27.960064+00,,us
3859,#000000,2024-02-08 08:27:28.245202+00,,us
3860,#000000,2024-02-08 08:27:28.421912+00,,us
3861,#000000,2024-02-08 08:27:28.528469+00,,us
3862,#000000,2024-02-08 08:27:28.720269+00,,us
3865,#000000,2024-02-08 08:27:29.053045+00,,us
3866,#000000,2024-02-08 08:27:29.220706+00,,us
3868,#000000,2024-02-08 08:27:29.533451+00,,us
3870,#000000,2024-02-08 08:27:29.852515+00,,us
3871,#000000,2024-02-08 08:27:30.052863+00,,us
3873,#000000,2024-02-08 08:27:30.464508+00,,us
3874,#000000,2024-02-08 08:27:30.610782+00,,us
3878,#000000,2024-02-08 08:27:31.310981+00,,us
3879,#000000,2024-02-08 08:27:31.46454+00,,us
3880,#000000,2024-02-08 08:27:31.610701+00,,us
3881,#000000,2024-02-08 08:27:31.761179+00,,us
3882,#000000,2024-02-08 08:27:31.913543+00,,us
3883,#000000,2024-02-08 08:27:32.152044+00,,us
3885,#000000,2024-02-08 08:27:32.477915+00,,us
3889,#000000,2024-02-08 08:27:33.126671+00,,us
3894,#000000,2024-02-08 08:27:33.705866+00,,us
3895,#000000,2024-02-08 08:27:33.864808+00,,us
3896,#000000,2024-02-08 08:27:34.115656+00,,us
3897,#000000,2024-02-08 08:27:34.332869+00,,us
3898,#000000,2024-02-08 08:27:34.566133+00,,us
3899,#000000,2024-02-08 08:27:34.772963+00,,us
3900,#000000,2024-02-08 08:27:34.878065+00,,us
3902,#000000,2024-02-08 08:27:35.120237+00,,us
3903,#000000,2024-02-08 08:27:35.299282+00,,us
3905,#000000,2024-02-08 08:27:35.585797+00,,us
3907,#000000,2024-02-08 08:27:35.917193+00,,us
3910,#000000,2024-02-08 08:27:36.390657+00,,us
3911,#000000,2024-02-08 08:27:36.529633+00,,us
3912,#000000,2024-02-08 08:27:36.711267+00,,us
3913,#000000,2024-02-08 08:27:36.83593+00,,us
3914,#000000,2024-02-08 08:27:36.939214+00,,us
3915,#000000,2024-02-08 08:27:37.114643+00,,us
3916,#000000,2024-02-08 08:27:37.27041+00,,us
3917,#000000,2024-02-08 08:27:37.491193+00,,us
3918,#000000,2024-02-08 08:27:37.627189+00,,us
3919,#000000,2024-02-08 08:27:37.838415+00,,us
3920,#000000,2024-02-08 08:27:38.024026+00,,us
3921,#000000,2024-02-08 08:27:38.229128+00,,us
3922,#000000,2024-02-08 08:27:38.355572+00,,us
3923,#000000,2024-02-08 08:27:38.599622+00,,us
3924,#000000,2024-02-08 08:27:38.816086+00,,us
3925,#000000,2024-02-08 08:27:39.050265+00,,us
3926,#000000,2024-02-08 08:27:39.263643+00,,us
3927,#000000,2024-02-08 08:27:39.410152+00,,us
3928,#000000,2024-02-08 08:27:39.619767+00,,us
3929,#000000,2024-02-08 08:27:39.916106+00,,us
3930,#000000,2024-02-08 08:27:40.060422+00,,us
3931,#000000,2024-02-08 08:27:40.253178+00,,us
3932,#000000,2024-02-08 08:27:40.419046+00,,us
3933,#000000,2024-02-08 08:27:40.607715+00,,us
3934,#000000,2024-02-08 08:27:40.806981+00,,us
3935,#000000,2024-02-08 08:27:41.060999+00,,us
3936,#000000,2024-02-08 08:27:41.307827+00,,us
3937,#000000,2024-02-08 08:27:41.583688+00,,us
3938,#000000,2024-02-08 08:27:41.820107+00,,us
3939,#000000,2024-02-08 08:27:41.96721+00,,us
3940,#000000,2024-02-08 08:27:42.178629+00,,us
3941,#000000,2024-02-08 08:27:42.393231+00,,us
3942,#000000,2024-02-08 08:27:42.619391+00,,us
3943,#000000,2024-02-08 08:27:42.755365+00,,us
3944,#000000,2024-02-08 08:27:42.962416+00,,us
3945,#000000,2024-02-08 08:27:43.149381+00,,us
3946,#000000,2024-02-08 08:27:43.392884+00,,us
3947,#000000,2024-02-08 08:27:43.623225+00,,us
3948,#000000,2024-02-08 08:27:43.875519+00,,us
3949,#000000,2024-02-08 08:27:44.091355+00,,us
3950,#000000,2024-02-08 08:27:44.278953+00,,us
3951,#000000,2024-02-08 08:27:44.542454+00,,us
3952,#000000,2024-02-08 08:27:44.726645+00,,us
3953,#000000,2024-02-08 08:27:44.915296+00,,us
3954,#000000,2024-02-08 08:27:45.135985+00,,us
3955,#000000,2024-02-08 08:27:45.417614+00,,us
3956,#000000,2024-02-08 08:27:45.558297+00,,us
3957,#000000,2024-02-08 08:27:45.706563+00,,us
3958,#000000,2024-02-08 08:27:45.874557+00,,us
3959,#000000,2024-02-08 08:27:46.063455+00,,us
3960,#000000,2024-02-08 08:27:46.212896+00,,us
3961,#000000,2024-02-08 08:27:46.443798+00,,us
3962,#000000,2024-02-08 08:27:46.713543+00,,us
3963,#000000,2024-02-08 08:27:46.943037+00,,us
3964,#000000,2024-02-08 08:27:47.139035+00,,us
3965,#000000,2024-02-08 08:27:47.373969+00,,us
3966,#000000,2024-02-08 08:27:47.540025+00,,us
3967,#000000,2024-02-08 08:27:47.740846+00,,us
3968,#000000,2024-02-08 08:27:47.877965+00,,us
3971,#000000,2024-02-08 08:27:48.360078+00,,us
3972,#000000,2024-02-08 08:27:48.554698+00,,us
3973,#000000,2024-02-08 08:27:48.662948+00,,us
3974,#000000,2024-02-08 08:27:48.842911+00,,us
3975,#000000,2024-02-08 08:27:49.025677+00,,us
3976,#000000,2024-02-08 08:27:49.238748+00,,us
3977,#000000,2024-02-08 08:27:49.433084+00,,us
3978,#000000,2024-02-08 08:27:49.54344+00,,us
3979,#000000,2024-02-08 08:27:49.768362+00,,us
3980,#000000,2024-02-08 08:27:49.956652+00,,us
4001,#000000,2024-02-08 08:27:52.560873+00,,us
4002,#000000,2024-02-08 08:27:52.712357+00,,us
4003,#000000,2024-02-08 08:27:52.820261+00,,us
4004,#000000,2024-02-08 08:27:53.014233+00,,us
4005,#000000,2024-02-08 08:27:53.195458+00,,us
4006,#000000,2024-02-08 08:27:53.297677+00,,us
4007,#000000,2024-02-08 08:27:53.497787+00,,us
4008,#000000,2024-02-08 08:27:53.648863+00,,us
4009,#000000,2024-02-08 08:27:53.855982+00,,us
4010,#000000,2024-02-08 08:27:54.014523+00,,us
4011,#000000,2024-02-08 08:27:54.297999+00,,us
4012,#000000,2024-02-08 08:27:54.555226+00,,us
4013,#000000,2024-02-08 08:27:54.718781+00,,us
4015,#000000,2024-02-08 08:27:54.941491+00,,us
4016,#000000,2024-02-08 08:27:55.080835+00,,us
4017,#000000,2024-02-08 08:27:55.19149+00,,us
4018,#000000,2024-02-08 08:27:55.374116+00,,us
4019,#000000,2024-02-08 08:27:55.540323+00,,us
4020,#000000,2024-02-08 08:27:55.651745+00,,us
4021,#000000,2024-02-08 08:27:55.850545+00,,us
4022,#000000,2024-02-08 08:27:55.954181+00,,us
4023,#000000,2024-02-08 08:27:56.123402+00,,us
4024,#000000,2024-02-08 08:27:56.228515+00,,us
4025,#000000,2024-02-08 08:27:56.449169+00,,us
4026,#000000,2024-02-08 08:27:56.563796+00,,us
4027,#000000,2024-02-08 08:27:56.676449+00,,us
4028,#000000,2024-02-08 08:27:56.832955+00,,us
4029,#000000,2024-02-08 08:27:56.947774+00,,us
4030,#000000,2024-02-08 08:27:57.12489+00,,us
4031,#000000,2024-02-08 08:27:57.229227+00,,us
4032,#000000,2024-02-08 08:27:57.353188+00,,us
4033,#000000,2024-02-08 08:27:57.457308+00,,us
4034,#000000,2024-02-08 08:27:57.686458+00,,us
4035,#000000,2024-02-08 08:27:57.809497+00,,us
4036,#000000,2024-02-08 08:27:57.930442+00,,us
4037,#000000,2024-02-08 08:27:58.143955+00,,us
4038,#000000,2024-02-08 08:27:58.310451+00,,us
4039,#000000,2024-02-08 08:27:58.549175+00,,us
4040,#000000,2024-02-08 08:27:58.767525+00,,us
4041,#000000,2024-02-08 08:27:58.939177+00,,us
4042,#000000,2024-02-08 08:27:59.111285+00,,us
4043,#000000,2024-02-08 08:27:59.281983+00,,us
4044,#000000,2024-02-08 08:27:59.468486+00,,us
4045,#000000,2024-02-08 08:27:59.670133+00,,us
4046,#000000,2024-02-08 08:27:59.822957+00,,us
4047,#000000,2024-02-08 08:28:00.099543+00,,us
4048,#000000,2024-02-08 08:28:00.341485+00,,us
4049,#000000,2024-02-08 08:28:00.534759+00,,us
4050,#000000,2024-02-08 08:28:00.753069+00,,us
4051,#000000,2024-02-08 08:28:00.86922+00,,us
4052,#000000,2024-02-08 08:28:01.053242+00,,us
4053,#000000,2024-02-08 08:28:01.159785+00,,us
4054,#000000,2024-02-08 08:28:01.353419+00,,us
4055,#000000,2024-02-08 08:28:01.549987+00,,us
4056,#000000,2024-02-08 08:28:01.726114+00,,us
4057,#000000,2024-02-08 08:28:01.920103+00,,us
4058,#000000,2024-02-08 08:28:02.184547+00,,us
4059,#000000,2024-02-08 08:28:02.396536+00,,us
4060,#000000,2024-02-08 08:28:02.581828+00,,us
4061,#000000,2024-02-08 08:28:02.794238+00,,us
4062,#000000,2024-02-08 08:28:02.973419+00,,us
4063,#000000,2024-02-08 08:28:03.177072+00,,us
4064,#000000,2024-02-08 08:28:03.358558+00,,us
4065,#000000,2024-02-08 08:28:03.530046+00,,us
4066,#000000,2024-02-08 08:28:03.742003+00,,us
4067,#000000,2024-02-08 08:28:03.98505+00,,us
4068,#000000,2024-02-08 08:28:04.176528+00,,us
4069,#000000,2024-02-08 08:28:04.364106+00,,us
4070,#000000,2024-02-08 08:28:04.572652+00,,us
4071,#000000,2024-02-08 08:28:04.685094+00,,us
4072,#000000,2024-02-08 08:28:04.888324+00,,us
4073,#000000,2024-02-08 08:28:05.095381+00,,us
4074,#000000,2024-02-08 08:28:05.321374+00,,us
4075,#000000,2024-02-08 08:28:05.508403+00,,us
4076,#000000,2024-02-08 08:28:05.726784+00,,us
4077,#000000,2024-02-08 08:28:05.878498+00,,us
4078,#000000,2024-02-08 08:28:06.096202+00,,us
4079,#000000,2024-02-08 08:28:06.299383+00,,us
4080,#000000,2024-02-08 08:28:06.506928+00,,us
4081,#000000,2024-02-08 08:28:06.608629+00,,us
4082,#000000,2024-02-08 08:28:06.802739+00,,us
4085,#000000,2024-02-08 08:28:07.25472+00,,us
4086,#000000,2024-02-08 08:28:07.375747+00,,us
4087,#000000,2024-02-08 08:28:07.536972+00,,us
4088,#000000,2024-02-08 08:28:07.708052+00,,us
4089,#000000,2024-02-08 08:28:07.812202+00,,us
4090,#000000,2024-02-08 08:28:08.016506+00,,us
4091,#000000,2024-02-08 08:28:08.198763+00,,us
4092,#000000,2024-02-08 08:28:08.413177+00,,us
4093,#000000,2024-02-08 08:28:08.546613+00,,us
4094,#000000,2024-02-08 08:28:08.668456+00,,us
4095,#000000,2024-02-08 08:28:08.869964+00,,us
4096,#000000,2024-02-08 08:28:08.978035+00,,us
4097,#000000,2024-02-08 08:28:09.19966+00,,us
4098,#000000,2024-02-08 08:28:09.403568+00,,us
4099,#000000,2024-02-08 08:28:09.645517+00,,us
4100,#000000,2024-02-08 08:28:09.790806+00,,us
4101,#000000,2024-02-08 08:28:09.978593+00,,us
4102,#000000,2024-02-08 08:28:10.097782+00,,us
4103,#000000,2024-02-08 08:28:10.278128+00,,us
4104,#000000,2024-02-08 08:28:10.452364+00,,us
4105,#000000,2024-02-08 08:28:10.727449+00,,us
4106,#000000,2024-02-08 08:28:10.844716+00,,us
4108,#000000,2024-02-08 08:28:11.064925+00,,us
4109,#000000,2024-02-08 08:28:11.170013+00,,us
4110,#000000,2024-02-08 08:28:11.414508+00,,us
4111,#000000,2024-02-08 08:28:11.611456+00,,us
4112,#000000,2024-02-08 08:28:11.789019+00,,us
4113,#000000,2024-02-08 08:28:11.983506+00,,us
4114,#000000,2024-02-08 08:28:12.203801+00,,us
4115,#000000,2024-02-08 08:28:12.3794+00,,us
4116,#000000,2024-02-08 08:28:12.600614+00,,us
4117,#000000,2024-02-08 08:28:12.825758+00,,us
4118,#000000,2024-02-08 08:28:12.934867+00,,us
4119,#000000,2024-02-08 08:28:13.123563+00,,us
4120,#000000,2024-02-08 08:28:13.311509+00,,us
4121,#000000,2024-02-08 08:28:13.546795+00,,us
4122,#000000,2024-02-08 08:28:13.707134+00,,us
4123,#000000,2024-02-08 08:28:13.901599+00,,us
4124,#000000,2024-02-08 08:28:14.090382+00,,us
4125,#000000,2024-02-08 08:28:14.283691+00,,us
4126,#000000,2024-02-08 08:28:14.487446+00,,us
4127,#000000,2024-02-08 08:28:14.64453+00,,us
4128,#000000,2024-02-08 08:28:14.903398+00,,us
4129,#000000,2024-02-08 08:28:15.085091+00,,us
4130,#000000,2024-02-08 08:28:15.307836+00,,us
4131,#000000,2024-02-08 08:28:15.487152+00,,us
4132,#000000,2024-02-08 08:28:15.668344+00,,us
4133,#000000,2024-02-08 08:28:15.777341+00,,us
4134,#000000,2024-02-08 08:28:15.944255+00,,us
4135,#000000,2024-02-08 08:28:16.100379+00,,us
4136,#000000,2024-02-08 08:28:16.277639+00,,us
4137,#000000,2024-02-08 08:28:16.467785+00,,us
4138,#000000,2024-02-08 08:28:16.641861+00,,us
4139,#000000,2024-02-08 08:28:16.862211+00,,us
4140,#000000,2024-02-08 08:28:16.980203+00,,us
4141,#000000,2024-02-08 08:28:17.081861+00,,us
4142,#000000,2024-02-08 08:28:17.193856+00,,us
4143,#000000,2024-02-08 08:28:17.409311+00,,us
4144,#000000,2024-02-08 08:28:17.576477+00,,us
4145,#000000,2024-02-08 08:28:17.684079+00,,us
4146,#000000,2024-02-08 08:28:17.787833+00,,us
4148,#000000,2024-02-08 08:28:18.150625+00,,us
4149,#000000,2024-02-08 08:28:18.348922+00,,us
4150,#000000,2024-02-08 08:28:18.458916+00,,us
4151,#000000,2024-02-08 08:28:18.664317+00,,us
4152,#000000,2024-02-08 08:28:18.849358+00,,us
4153,#000000,2024-02-08 08:28:19.069672+00,,us
4154,#000000,2024-02-08 08:28:19.236834+00,,us
4155,#000000,2024-02-08 08:28:19.448116+00,,us
4156,#000000,2024-02-08 08:28:19.612712+00,,us
4157,#000000,2024-02-08 08:28:19.722769+00,,us
4158,#000000,2024-02-08 08:28:19.928978+00,,us
4159,#000000,2024-02-08 08:28:20.106408+00,,us
4160,#000000,2024-02-08 08:28:20.299106+00,,us
4161,#000000,2024-02-08 08:28:20.416552+00,,us
4162,#000000,2024-02-08 08:28:20.603929+00,,us
4163,#000000,2024-02-08 08:28:20.82042+00,,us
4164,#000000,2024-02-08 08:28:21.026455+00,,us
4165,#000000,2024-02-08 08:28:21.194716+00,,us
4166,#000000,2024-02-08 08:28:21.355476+00,,us
4167,#000000,2024-02-08 08:28:21.542913+00,,us
4168,#000000,2024-02-08 08:28:21.771884+00,,us
4169,#000000,2024-02-08 08:28:21.965134+00,,us
4170,#000000,2024-02-08 08:28:22.134927+00,,us
4171,#000000,2024-02-08 08:28:22.320282+00,,us
4172,#000000,2024-02-08 08:28:22.420476+00,,us
4173,#000000,2024-02-08 08:28:22.616925+00,,us
4174,#000000,2024-02-08 08:28:22.812742+00,,us
4175,#000000,2024-02-08 08:28:22.933371+00,,us
4177,#000000,2024-02-08 08:28:23.300584+00,,us
4181,#000000,2024-02-08 08:28:23.857914+00,,us
4182,#000000,2024-02-08 08:28:23.971645+00,,us
4184,#000000,2024-02-08 08:28:24.257404+00,,us
4187,#000000,2024-02-08 08:28:24.670005+00,,us
4188,#000000,2024-02-08 08:28:24.830072+00,,us
4194,#000000,2024-02-08 08:28:25.614576+00,,us
4201,#000000,2024-02-08 08:28:26.557169+00,,us
4202,#000000,2024-02-08 08:28:26.752177+00,,us
4210,#000000,2024-02-08 08:28:27.74236+00,,us
4214,#000000,2024-02-08 08:28:28.308581+00,,us
4219,#000000,2024-02-08 08:28:28.945238+00,,us
4260,#000000,2024-02-08 08:28:33.900698+00,,us
4261,#000000,2024-02-08 08:28:34.11572+00,,us
4262,#000000,2024-02-08 08:28:34.253743+00,,us
4263,#000000,2024-02-08 08:28:34.464296+00,,us
4264,#000000,2024-02-08 08:28:34.569829+00,,us
4265,#000000,2024-02-08 08:28:34.765768+00,,us
4266,#000000,2024-02-08 08:28:34.876447+00,,us
4267,#000000,2024-02-08 08:28:35.077179+00,,us
4268,#000000,2024-02-08 08:28:35.275217+00,,us
4269,#000000,2024-02-08 08:28:35.460509+00,,us
4270,#000000,2024-02-08 08:28:35.619287+00,,us
4271,#000000,2024-02-08 08:28:35.788123+00,,us
4272,#000000,2024-02-08 08:28:36.032166+00,,us
4273,#000000,2024-02-08 08:28:36.197692+00,,us
4274,#000000,2024-02-08 08:28:36.41716+00,,us
4275,#000000,2024-02-08 08:28:36.606834+00,,us
4276,#000000,2024-02-08 08:28:36.831325+00,,us
4277,#000000,2024-02-08 08:28:37.040085+00,,us
4278,#000000,2024-02-08 08:28:37.150577+00,,us
4280,#000000,2024-02-08 08:28:37.411837+00,,us
4282,#000000,2024-02-08 08:28:37.660518+00,,us
4283,#000000,2024-02-08 08:28:37.884425+00,,us
4284,#000000,2024-02-08 08:28:38.059192+00,,us
4286,#000000,2024-02-08 08:28:38.354465+00,,us
4287,#000000,2024-02-08 08:28:38.562549+00,,us
4288,#000000,2024-02-08 08:28:38.67799+00,,us
4289,#000000,2024-02-08 08:28:38.794041+00,,us
4290,#000000,2024-02-08 08:28:38.976125+00,,us
4291,#000000,2024-02-08 08:28:39.085381+00,,us
4292,#000000,2024-02-08 08:28:39.198529+00,,us
4293,#000000,2024-02-08 08:28:39.348881+00,,us
4294,#000000,2024-02-08 08:28:39.512968+00,,us
4295,#000000,2024-02-08 08:28:39.70951+00,,us
4296,#000000,2024-02-08 08:28:39.875048+00,,us
4297,#000000,2024-02-08 08:28:40.03298+00,,us
4299,#000000,2024-02-08 08:28:40.350603+00,,us
4300,#000000,2024-02-08 08:28:40.474834+00,,us
4301,#000000,2024-02-08 08:28:40.731092+00,,us
4302,#000000,2024-02-08 08:28:40.942044+00,,us
4303,#000000,2024-02-08 08:28:41.155959+00,,us
4304,#000000,2024-02-08 08:28:41.360081+00,,us
4305,#000000,2024-02-08 08:28:41.469023+00,,us
4306,#000000,2024-02-08 08:28:41.651897+00,,us
4307,#000000,2024-02-08 08:28:41.825449+00,,us
4308,#000000,2024-02-08 08:28:41.936367+00,,us
4309,#000000,2024-02-08 08:28:42.137227+00,,us
4310,#000000,2024-02-08 08:28:42.336534+00,,us
4311,#000000,2024-02-08 08:28:42.541737+00,,us
4312,#000000,2024-02-08 08:28:42.732078+00,,us
4313,#000000,2024-02-08 08:28:42.944167+00,,us
4314,#000000,2024-02-08 08:28:43.104868+00,,us
4315,#000000,2024-02-08 08:28:43.272598+00,,us
4316,#000000,2024-02-08 08:28:43.483958+00,,us
4317,#000000,2024-02-08 08:28:43.713788+00,,us
4319,#000000,2024-02-08 08:28:44.01846+00,,us
4320,#000000,2024-02-08 08:28:44.138207+00,,us
4321,#000000,2024-02-08 08:28:44.33696+00,,us
4322,#000000,2024-02-08 08:28:44.524527+00,,us
4323,#000000,2024-02-08 08:28:44.705843+00,,us
4324,#000000,2024-02-08 08:28:44.885487+00,,us
4325,#000000,2024-02-08 08:28:45.022795+00,,us
4326,#000000,2024-02-08 08:28:45.378386+00,,us
4327,#000000,2024-02-08 08:28:45.732702+00,,us
4328,#000000,2024-02-08 08:28:45.92786+00,,us
4329,#000000,2024-02-08 08:28:46.039561+00,,us
4330,#000000,2024-02-08 08:28:46.226342+00,,us
4331,#000000,2024-02-08 08:28:46.41984+00,,us
4333,#000000,2024-02-08 08:28:46.655531+00,,us
4334,#000000,2024-02-08 08:28:46.812766+00,,us
4335,#000000,2024-02-08 08:28:47.056587+00,,us
4336,#000000,2024-02-08 08:28:47.238547+00,,us
4337,#000000,2024-02-08 08:28:47.460662+00,,us
4338,#000000,2024-02-08 08:28:47.571386+00,,us
4339,#000000,2024-02-08 08:28:47.735612+00,,us
4340,#000000,2024-02-08 08:28:47.932499+00,,us
4341,#000000,2024-02-08 08:28:48.130207+00,,us
4342,#000000,2024-02-08 08:28:48.241942+00,,us
4343,#000000,2024-02-08 08:28:48.353634+00,,us
4344,#000000,2024-02-08 08:28:48.558287+00,,us
4346,#000000,2024-02-08 08:28:48.863385+00,,us
4347,#000000,2024-02-08 08:28:49.031913+00,,us
4348,#000000,2024-02-08 08:28:49.146375+00,,us
4349,#000000,2024-02-08 08:28:49.336585+00,,us
4350,#000000,2024-02-08 08:28:49.554416+00,,us
4352,#000000,2024-02-08 08:28:49.790923+00,,us
4353,#000000,2024-02-08 08:28:49.994302+00,,us
4354,#000000,2024-02-08 08:28:50.115695+00,,us
4355,#000000,2024-02-08 08:28:50.327201+00,,us
4356,#000000,2024-02-08 08:28:50.480237+00,,us
4357,#000000,2024-02-08 08:28:50.656813+00,,us
4358,#000000,2024-02-08 08:28:50.782775+00,,us
4359,#000000,2024-02-08 08:28:50.987372+00,,us
4360,#000000,2024-02-08 08:28:51.107748+00,,us
4361,#000000,2024-02-08 08:28:51.282663+00,,us
4362,#000000,2024-02-08 08:28:51.50638+00,,us
4363,#000000,2024-02-08 08:28:51.65435+00,,us
4364,#000000,2024-02-08 08:28:51.885273+00,,us
4365,#000000,2024-02-08 08:28:52.045644+00,,us
4366,#000000,2024-02-08 08:28:52.249578+00,,us
4367,#000000,2024-02-08 08:28:52.487524+00,,us
4368,#000000,2024-02-08 08:28:52.608248+00,,us
4369,#000000,2024-02-08 08:28:52.729578+00,,us
4370,#000000,2024-02-08 08:28:52.941152+00,,us
4371,#000000,2024-02-08 08:28:53.142984+00,,us
4372,#000000,2024-02-08 08:28:53.329252+00,,us
4373,#000000,2024-02-08 08:28:53.445178+00,,us
4374,#000000,2024-02-08 08:28:53.571432+00,,us
4375,#000000,2024-02-08 08:28:53.780365+00,,us
4376,#000000,2024-02-08 08:28:53.993363+00,,us
4377,#000000,2024-02-08 08:28:54.181641+00,,us
4378,#000000,2024-02-08 08:28:54.479924+00,,us
4379,#000000,2024-02-08 08:28:54.695625+00,,us
4380,#000000,2024-02-08 08:28:54.802475+00,,us
4381,#000000,2024-02-08 08:28:54.91638+00,,us
4382,#000000,2024-02-08 08:28:55.0454+00,,us
4383,#000000,2024-02-08 08:28:55.161166+00,,us
4384,#000000,2024-02-08 08:28:55.390941+00,,us
4385,#000000,2024-02-08 08:28:55.578241+00,,us
4387,#000000,2024-02-08 08:28:55.863289+00,,us
4388,#000000,2024-02-08 08:28:55.972807+00,,us
4389,#000000,2024-02-08 08:28:56.176302+00,,us
4390,#000000,2024-02-08 08:28:56.296438+00,,us
4392,#000000,2024-02-08 08:28:56.520555+00,,us
4393,#000000,2024-02-08 08:28:56.738947+00,,us
4394,#000000,2024-02-08 08:28:56.941366+00,,us
4395,#000000,2024-02-08 08:28:57.144589+00,,us
4396,#000000,2024-02-08 08:28:57.341031+00,,us
4397,#000000,2024-02-08 08:28:57.527219+00,,us
4398,#000000,2024-02-08 08:28:57.638123+00,,us
4399,#000000,2024-02-08 08:28:57.864137+00,,us
4401,#000000,2024-02-08 08:28:58.226815+00,,us
4402,#000000,2024-02-08 08:28:58.427844+00,,us
4403,#000000,2024-02-08 08:28:58.619614+00,,us
4404,#000000,2024-02-08 08:28:58.801376+00,,us
4405,#000000,2024-02-08 08:28:58.996833+00,,us
4406,#000000,2024-02-08 08:28:59.228219+00,,us
4407,#000000,2024-02-08 08:28:59.337893+00,,us
4409,#000000,2024-02-08 08:28:59.651741+00,,us
4410,#000000,2024-02-08 08:28:59.842113+00,,us
4411,#000000,2024-02-08 08:28:59.96245+00,,us
4413,#000000,2024-02-08 08:29:00.301547+00,,us
4414,#000000,2024-02-08 08:29:00.505927+00,,us
4415,#000000,2024-02-08 08:29:00.617025+00,,us
4416,#000000,2024-02-08 08:29:00.732126+00,,us
4417,#000000,2024-02-08 08:29:00.84353+00,,us
4419,#000000,2024-02-08 08:29:01.218986+00,,us
4421,#000000,2024-02-08 08:29:01.525802+00,,us
4423,#000000,2024-02-08 08:29:01.880758+00,,us
4429,#000000,2024-02-08 08:29:02.653745+00,,us
4431,#000000,2024-02-08 08:29:02.940458+00,,us
4432,#000000,2024-02-08 08:29:03.046628+00,,us
4434,#000000,2024-02-08 08:29:03.374413+00,,us
4435,#000000,2024-02-08 08:29:03.55447+00,,us
4436,#000000,2024-02-08 08:29:03.729111+00,,us
4437,#000000,2024-02-08 08:29:03.966808+00,,us
4439,#000000,2024-02-08 08:29:04.275737+00,,us
4440,#000000,2024-02-08 08:29:04.492858+00,,us
4442,#000000,2024-02-08 08:29:04.712026+00,,us
4444,#000000,2024-02-08 08:29:05.016632+00,,us
4447,#000000,2024-02-08 08:29:05.362583+00,,us
4448,#000000,2024-02-08 08:29:05.534143+00,,us
4449,#000000,2024-02-08 08:29:05.732512+00,,us
4450,#000000,2024-02-08 08:29:05.962348+00,,us
4451,#000000,2024-02-08 08:29:06.160408+00,,us
4453,#000000,2024-02-08 08:29:06.391758+00,,us
4454,#000000,2024-02-08 08:29:06.500832+00,,us
4456,#000000,2024-02-08 08:29:06.731399+00,,us
4465,#000000,2024-02-08 08:29:07.820802+00,,us
4467,#000000,2024-02-08 08:29:08.185202+00,,us
4468,#000000,2024-02-08 08:29:08.373889+00,,us
4475,#000000,2024-02-08 08:29:09.227153+00,,us
4476,#000000,2024-02-08 08:29:09.393058+00,,us
4477,#000000,2024-02-08 08:29:09.57216+00,,us
4478,#000000,2024-02-08 08:29:09.727317+00,,us
4480,#000000,2024-02-08 08:29:10.047095+00,,us
4482,#000000,2024-02-08 08:29:10.350788+00,,us
4484,#000000,2024-02-08 08:29:10.673798+00,,us
4486,#000000,2024-02-08 08:29:11.050773+00,,us
4487,#000000,2024-02-08 08:29:11.241523+00,,us
4488,#000000,2024-02-08 08:29:11.394593+00,,us
4489,#000000,2024-02-08 08:29:11.521661+00,,us
4490,#000000,2024-02-08 08:29:11.638714+00,,us
4491,#000000,2024-02-08 08:29:11.837342+00,,us
4492,#000000,2024-02-08 08:29:11.94597+00,,us
4493,#000000,2024-02-08 08:29:12.074363+00,,us
4494,#000000,2024-02-08 08:29:12.190605+00,,us
4495,#000000,2024-02-08 08:29:12.318642+00,,us
4497,#000000,2024-02-08 08:29:12.662853+00,,us
