id,city_id,language,name
9761,2118,original,Tsenghidiba
9762,2118,en,Tsenghidiba
9763,2118,es,Tsenghidiba
9764,2118,ru,Ценгидиба
9765,2118,ka,წენღიდიბა
9766,2119,original,Ksad Gimel
9767,2119,en,Ksad Gimel
9768,2119,es,Ksad Gimel
9769,2119,ru,Ксад Гимел
9770,2119,ka,ქსად გიმელი
9771,2120,original,Addi Hamli
9772,2120,en,Addi Hamli
9773,2120,es,Addi Hamli
9774,2120,ru,Адди Хамли
9775,2120,ka,ადდი ჰამლი
9776,2121,original,Werder
9777,2121,en,Werder
9778,2121,es,Werder
9779,2121,ru,Вердер
9780,2121,ka,ვერდერი
9781,2122,original,Geladi
9782,2122,en,Rehearsal
9783,2122,es,Ensayo
9784,2122,ru,Репетиция
9785,2122,ka,რეპეტიცია
9786,2123,original,Turku
9787,2123,en,Turku
9788,2123,es,Turku
9789,2123,ru,Турку
9790,2123,ka,ტურკუ
9791,2124,original,Pori
9792,2124,en,Pore
9793,2124,es,Poro
9794,2124,ru,Пори
9795,2124,ka,ფორე
9796,2125,original,Vaasa
9797,2125,en,Vaasa
9798,2125,es,Vaasa
9799,2125,ru,Вааса
9800,2125,ka,ვაასა
9801,2126,original,Salo
9802,2126,en,Salo
9803,2126,es,saló
9804,2126,ru,Сало
9805,2126,ka,სალო
9806,2127,original,Vantaa
9807,2127,en,Vantaa
9808,2127,es,Vantaa
9809,2127,ru,Вантаа
9810,2127,ka,ვანტაა
9811,2128,original,Tampere
9812,2128,en,Tampere
9813,2128,es,Tampere
9814,2128,ru,Тампере
9815,2128,ka,ტამპერე
9816,2129,original,Hämeenlinna
9817,2129,en,Hämeenlinna
9818,2129,es,Hämeenlinna
9819,2129,ru,Хямеэнлинна
9820,2129,ka,ჰემენლინნა
9821,2130,original,Kotka
9822,2130,en,Kotka
9823,2130,es,Kotka
9824,2130,ru,Котка
9825,2130,ka,კოტკა
9826,2131,original,Lahti
9827,2131,en,Open
9828,2131,es,Abierto
9829,2131,ru,Лахти
9830,2131,ka,გახსენით
9831,2132,original,Mikkeli
9832,2132,en,Mikkeli
9833,2132,es,Mikkeli
9834,2132,ru,Миккели
9835,2132,ka,მიკელი
9836,2133,original,Lappeenranta
9837,2133,en,Lappeenranta
9838,2133,es,Lappeenranta
9839,2133,ru,Лаппеэнранта
9840,2133,ka,ლაპენრანტა
9841,2134,original,Seinäjoki
9842,2134,en,Seinäjoki
9843,2134,es,Seinajoki
9844,2134,ru,Сейняйоки
9845,2134,ka,სეინაჯოკი
9846,2135,original,Kokkola
9847,2135,en,Kokkola
9848,2135,es,Kokkolá
9849,2135,ru,Коккола
9850,2135,ka,კოკკოლა
9851,2136,original,Jyväskylä
9852,2136,en,Jyväskylä
9853,2136,es,Jyväskylä
9854,2136,ru,Ювяскюля
9855,2136,ka,იუვესკილა
9856,2137,original,Kuopio
9857,2137,en,Kuopio
9858,2137,es,Kuopio
9859,2137,ru,Куопио
9860,2137,ka,კუოპიო
9861,2138,original,Kajaani
9862,2138,en,Kajaani
9863,2138,es,Kajaani
9864,2138,ru,Каяани
9865,2138,ka,ქაჯაანი
9866,2139,original,Oulu
9867,2139,en,Oulu
9868,2139,es,Oulu
9869,2139,ru,Оулу
9870,2139,ka,ოულუ
9871,2140,original,Rovaniemi
9872,2140,en,Rovaniemi
9873,2140,es,Rovaniemi
9874,2140,ru,Рованиеми
9875,2140,ka,როვანიემი
9876,2141,original,Joensuu
9877,2141,en,Joensuu
9878,2141,es,Joensuu
9879,2141,ru,Йоэнсуу
9880,2141,ka,ჯოენსუუ
9881,2142,original,Cayenne
9882,2142,en,Cayenne
9883,2142,es,Cayena
9884,2142,ru,Кайенна
9885,2142,ka,კაიენა
9886,2143,original,Fort-de-France
9887,2143,en,Fort-de-France
9888,2143,es,Fuerte de Francia
9889,2143,ru,Фор-де-Франс
9890,2143,ka,ფორ-დე-ფრანსი
9891,2144,original,Pointe-à-Pitre
9892,2144,en,Pointe-a-Pitre
9893,2144,es,Pointe-à-Pitre
9894,2144,ru,Пуэнт-а-Питр
9895,2144,ka,პოინტ-ა-პიტრი
9896,2145,original,Bordeaux
9897,2145,en,Bordeaux
9898,2145,es,Burdeos
9899,2145,ru,Бордо
9900,2145,ka,ბორდო
9901,2146,original,Brouage
9902,2146,en,Brouage
9903,2146,es,Brouage
9904,2146,ru,Броуаж
9905,2146,ka,ბროუაჟი
9906,2147,original,La Rochelle
9907,2147,en,La Rochelle
9908,2147,es,La Rochela
9909,2147,ru,Ла Рошель
9910,2147,ka,ლა-როშელი
9911,2148,original,Nantes
9912,2148,en,Nantes
9913,2148,es,Nantes
9914,2148,ru,Нант
9915,2148,ka,ნანტი
9916,2149,original,Angers
9917,2149,en,Angers
9918,2149,es,ira
9919,2149,ru,Анже
9920,2149,ka,ანჟე
9921,2150,original,Brest
9922,2150,en,Brest
9923,2150,es,Brest
9924,2150,ru,Брест
9925,2150,ka,ბრესტი
9926,2151,original,Le Port
9927,2151,en,The Port
9928,2151,es,El puerto
9929,2151,ru,Порт
9930,2151,ka,Პორტი
9931,2152,original,Nouméa
9932,2152,en,Noumea
9933,2152,es,Numea
9934,2152,ru,Нумеа
9935,2152,ka,ნუმეა
9936,2153,original,Toulouse
9937,2153,en,Toulouse
9938,2153,es,Tolosa
9939,2153,ru,Тулуза
9940,2153,ka,ტულუზა
9941,2154,original,Perpignan
9942,2154,en,Perpignan
9943,2154,es,Perpiñán
9944,2154,ru,Перпиньян
9945,2154,ka,პერპინიანი
9946,2155,original,Aix-en-Provence
9947,2155,en,Aix en Provence
9948,2155,es,Aix en Provence
9949,2155,ru,Экс-ан-Прованс
9950,2155,ka,Aix en Provence
9951,2156,original,Montpellier
9952,2156,en,Montpellier
9953,2156,es,Montpellier
9954,2156,ru,Монпелье
9955,2156,ka,მონპელიე
9956,2157,original,Avignon
9957,2157,en,Avignon
9958,2157,es,Aviñón
9959,2157,ru,Авиньон
9960,2157,ka,ავინიონი
9961,2158,original,Valence
9962,2158,en,Valence
9963,2158,es,Valencia
9964,2158,ru,Валанс
9965,2158,ka,ვალენტობა
9966,2159,original,Ajaccio
9967,2159,en,Ajaccio
9968,2159,es,Ayacio
9969,2159,ru,Аяччо
9970,2159,ka,აიაჩო
9971,2160,original,Toulon
9972,2160,en,Toulon
9973,2160,es,Tolón
9974,2160,ru,Тулон
9975,2160,ka,ტულონი
9976,2161,original,Limoges
9977,2161,en,Limoges
9978,2161,es,Limoges
9979,2161,ru,Лимож
9980,2161,ka,ლიმოჟი
9981,2162,original,Poitiers
9982,2162,en,Poitiers
9983,2162,es,Poitiers
9984,2162,ru,Пуатье
9985,2162,ka,პუატიე
9986,2163,original,Tours
9987,2163,en,Tours
9988,2163,es,Excursiones
9989,2163,ru,Тур
9990,2163,ka,ტური (საფრანგეთი)
9991,2164,original,Clermont-Ferrand
9992,2164,en,Clermont-Ferrand
9993,2164,es,Clermont-Ferrand
9994,2164,ru,Клермон-Ферран
9995,2164,ka,კლერმონ-ფერანი
9996,2165,original,Saint-Étienne
9997,2165,en,Saint Etienne
9998,2165,es,San Etienne
9999,2165,ru,Сент-Этьен
10000,2165,ka,სენტ ეტიენი
10001,2166,original,Dijon
10002,2166,en,Dijon
10003,2166,es,Dijon
10004,2166,ru,Дижон
10005,2166,ka,დიჟონი
10006,2167,original,Orléans
10007,2167,en,Orléans
10008,2167,es,Orleans
10009,2167,ru,Орлеан
10010,2167,ka,ორლეანი
10011,2168,original,Boulogne-Billancourt
10012,2168,en,Boulogne-Billancourt
10013,2168,es,Boulogne-Billancourt
10014,2168,ru,Булонь-Бийанкур
10015,2168,ka,ბულონი-ბილანკური
10016,2169,original,Montreuil
10017,2169,en,Montreuil
10018,2169,es,Montreuil
10019,2169,ru,Монтрёй
10020,2169,ka,მონტრეუილი
10021,2170,original,Argenteuil
10022,2170,en,Argenteuil
10023,2170,es,Argenteuil
10024,2170,ru,Аржантёй
10025,2170,ka,არგენტეილი
10031,2172,original,Le Havre
10032,2172,en,Le Havre
10033,2172,es,El Havre
10034,2172,ru,Гавр
10035,2172,ka,ჰავრი
10036,2173,original,Rouen
10037,2173,en,Rouen
10038,2173,es,Ruan
10039,2173,ru,Руан
10040,2173,ka,რუანი
10041,2174,original,Amiens
10042,2174,en,Amiens
10043,2174,es,Amiens
10044,2174,ru,Амьен
10045,2174,ka,ამიენი
10046,2175,original,Troyes
10047,2175,en,Troyes
10048,2175,es,Troyes
10049,2175,ru,Труа
10050,2175,ka,ტროა
10051,2176,original,Reims
10052,2176,en,Reims
10053,2176,es,Reims
10054,2176,ru,Реймс
10055,2176,ka,რეიმსი
10056,2177,original,Grenoble
10057,2177,en,Grenoble
10058,2177,es,Grenoble
10059,2177,ru,Гренобль
10060,2177,ka,გრენობლი
10061,2178,original,Chambéry
10062,2178,en,Chambery
10063,2178,es,Chambéry
10064,2178,ru,Шамбери
10065,2178,ka,ჩემბერი
10066,2179,original,Annecy
10067,2179,en,Annecy
10068,2179,es,Annecy
10069,2179,ru,Анси
10070,2179,ka,ანესი
10071,2180,original,Besançon
10072,2180,en,Besançon
10073,2180,es,Besanzón
10074,2180,ru,Безансон
10075,2180,ka,ბეზანსონი
10076,2181,original,Belfort
10077,2181,en,Belfort
10078,2181,es,belfort
10079,2181,ru,Бельфор
10080,2181,ka,ბელფორტი
10081,2182,original,Mulhouse
10082,2182,en,Mulhouse
10083,2182,es,Mulhouse
10084,2182,ru,Мюлуз
10085,2182,ka,მულჰაუსი
10086,2183,original,Nancy
10087,2183,en,Nancy
10088,2183,es,nancy
10089,2183,ru,Нанси
10090,2183,ka,ნანსი
10091,2184,original,Metz
10092,2184,en,Metz
10093,2184,es,Metz
10094,2184,ru,Мец
10095,2184,ka,მეცი
10096,2185,original,Strasbourg
10097,2185,en,Strasbourg
10098,2185,es,Estrasburgo
10099,2185,ru,Страсбург
10100,2185,ka,სტრასბური
10101,2186,original,Calais
10102,2186,en,Calais
10103,2186,es,Calais
10104,2186,ru,Кале
10105,2186,ka,კალეს
10106,2187,original,Lille
10107,2187,en,Lille
10108,2187,es,Lille
10109,2187,ru,Лилль
10110,2187,ka,ლილე
10111,2188,original,Tchibanga
10112,2188,en,It's a pimple
10113,2188,es,es un grano
10114,2188,ru,Чибанга
10115,2188,ka,ეს მუწუკია
10116,2189,original,Mayumba
10117,2189,en,Strawberries
10118,2189,es,fresas
10119,2189,ru,Клубника
10120,2189,ka,Მარწყვები
10121,2190,original,Gamba
10122,2190,en,Gamba
10123,2190,es,Gamba
10124,2190,ru,Гамба
10125,2190,ka,გამბა
10126,2191,original,Mouila
10127,2191,en,Mouila
10128,2191,es,Mouila
10129,2191,ru,Муила
10130,2191,ka,მუილა
10131,2192,original,Moanda
10132,2192,en,Moanda
10133,2192,es,Moanda
10134,2192,ru,Моанда
10135,2192,ka,მოანდა
10136,2193,original,Franceville
10137,2193,en,Franceville
10138,2193,es,Franciaville
10139,2193,ru,Франсвиль
10140,2193,ka,ფრანსვილი
10141,2194,original,Booué
10142,2194,en,Boo
10143,2194,es,Abucheo
10144,2194,ru,Бу
10145,2194,ka,ბუ
10146,2195,original,Lastoursville
10147,2195,en,Lastoursville
10148,2195,es,Lastoursville
10149,2195,ru,Ластоурсвилль
10150,2195,ka,ლასტურსვილი
10151,2196,original,Koulamoutou
10152,2196,en,Koulamoutou
10153,2196,es,Koulamoutou
10154,2196,ru,Куламуту
10155,2196,ka,კულამუტუ
10156,2197,original,Owendo
10157,2197,en,Owendo
10158,2197,es,owendo
10159,2197,ru,Овендо
10160,2197,ka,ოვენდო
10161,2198,original,Makokou
10162,2198,en,Makokou
10163,2198,es,Makokou
10164,2198,ru,Макоку
10165,2198,ka,მაკოკუ
10166,2199,original,Bangor
10167,2199,en,Bangor
10168,2199,es,Bangor
10169,2199,ru,Бангор
10170,2199,ka,ბანგორი
10171,2200,original,Liverpool
10172,2200,en,Liverpool
10173,2200,es,Liverpool
10174,2200,ru,Ливерпуль
10175,2200,ka,ლივერპული
10176,2201,original,Salisbury
10177,2201,en,Salisbury
10178,2201,es,Salisbury
10179,2201,ru,Солсбери
10180,2201,ka,სოლსბერი
10186,2203,original,Chichester
10187,2203,en,Chichester
10188,2203,es,Chichester
10189,2203,ru,Чичестер
10190,2203,ka,ჩიჩესტერი
10191,2204,original,Winchester
10192,2204,en,Winchester
10193,2204,es,Winchester
10194,2204,ru,Винчестер
10195,2204,ka,ვინჩესტერი
10196,2205,original,Hereford
10197,2205,en,Hereford
10198,2205,es,hereford
10199,2205,ru,Херефорд
10200,2205,ka,ჰერეფორდი
10201,2206,original,Wolverhampton
10202,2206,en,Wolverhampton
10203,2206,es,Wolverhampton
10204,2206,ru,Вулвергемптон
10205,2206,ka,ვულვერჰემპტონი
10206,2207,original,Lichfield
10207,2207,en,Lichfield
10208,2207,es,Lichfield
10209,2207,ru,Личфилд
10210,2207,ka,ლიჩფილდი
10211,2208,original,Coventry
10212,2208,en,Coventry
10213,2208,es,Coventry
10214,2208,ru,Ковентри
10215,2208,ka,კოვენტრი
10216,2209,original,Rolleston on Dove
10217,2209,en,Rolleston on Dove
10218,2209,es,Rolleston en paloma
10219,2209,ru,Роллстон на Даве
10220,2209,ka,როლესტონი მტრედზე
10221,2210,original,Sheffield
10222,2210,en,Sheffield
10223,2210,es,Sheffield
10224,2210,ru,Шеффилд
10225,2210,ka,შეფილდი
10226,2211,original,Edinburgh
10227,2211,en,Edinburgh
10228,2211,es,Edimburgo
10229,2211,ru,Эдинбург
10230,2211,ka,ედინბურგი
10231,2212,original,Salford
10232,2212,en,Salford
10233,2212,es,Salford
10234,2212,ru,Салфорд
10235,2212,ka,სალფორდი
10236,2213,original,Ripon
10237,2213,en,Ripon
10238,2213,es,Ripón
10239,2213,ru,Рипон
10240,2213,ka,რიპონი
10241,2214,original,Doncaster
10242,2214,en,Doncaster
10243,2214,es,Doncaster
10244,2214,ru,Донкастер
10245,2214,ka,დონკასტერი
10246,2215,original,Newcastle upon Tyne
10247,2215,en,Newcastle upon Tyne
10248,2215,es,Newcastle-upon-Tyne
10249,2215,ru,Ньюкасл-апон-Тайн
10250,2215,ka,ნიუკასლ-აპონ-ტაინი
10251,2216,original,Ely
10252,2216,en,Ely
10253,2216,es,ely
10254,2216,ru,Или
10255,2216,ka,ელი
10256,2217,original,Qaqortoq
10257,2217,en,Qaqortoq
10258,2217,es,qaqortoq
10259,2217,ru,Какорток
10260,2217,ka,ქაქორტოქი
10261,2218,original,Aasiaat
10262,2218,en,Asiaat
10263,2218,es,asiático
10264,2218,ru,Азия
10265,2218,ka,აზიატი
10266,2219,original,Ilulissat
10267,2219,en,Ilulissat
10268,2219,es,Ilulissat
10269,2219,ru,Илулиссат
10270,2219,ka,ილულისატი
10271,2220,original,Kamsar
10272,2220,en,Kamsar
10273,2220,es,Kamsar
10274,2220,ru,Камсар
10275,2220,ka,კამსარი
10276,2221,original,Boké
10277,2221,en,Boké
10278,2221,es,boke
10279,2221,ru,Боке
10280,2221,ka,ბოკე
10281,2222,original,Fria
10282,2222,en,Free
10283,2222,es,Gratis
10284,2222,ru,Фрия
10285,2222,ka,უფასო
10286,2223,original,Kindia
10287,2223,en,Kindia
10288,2223,es,kindia
10289,2223,ru,Киндия
10290,2223,ka,კინდია
10291,2224,original,Mamou
10292,2224,en,Mom
10293,2224,es,Mamá
10294,2224,ru,Маму
10295,2224,ka,დედა
10296,2225,original,Pita
10297,2225,en,Pita
10298,2225,es,Agave
10299,2225,ru,Пита
10300,2225,ka,პიტა
10301,2226,original,N'Zérékoré
10302,2226,en,N'Zérékoré
10303,2226,es,N'Zérékoré
10304,2226,ru,Нзерекоре
10305,2226,ka,N'Zérékoré
10306,2227,original,Guéckédou
10307,2227,en,Guéckédou
10308,2227,es,Guéckédou
10309,2227,ru,Гекеду
10310,2227,ka,გუეკედუ
10311,2228,original,Kissidougou
10312,2228,en,Kissidougou
10313,2228,es,Kissidougou
10314,2228,ru,Кисидугу
10315,2228,ka,კისიდუგუ
10316,2229,original,Macenta
10317,2229,en,Her woman
10318,2229,es,su mujer
10319,2229,ru,Масента
10320,2229,ka,მისი ქალი
10321,2230,original,Faranah
10322,2230,en,Faranah
10323,2230,es,Faranah
10324,2230,ru,Фарана
10325,2230,ka,ფარანაჰ
10326,2231,original,Siguiri
10327,2231,en,Siguiri
10328,2231,es,Siguiri
10329,2231,ru,Сигири
10330,2231,ka,სიგირი
10331,2232,original,San Antonio de Palé
10332,2232,en,San Antonio de Palé
10333,2232,es,San Antonio de Palé
10334,2232,ru,Сан-Антонио-де-Пале
10335,2232,ka,სან ანტონიო დე პალე
10336,2233,original,Mbini
10337,2233,en,two
10338,2233,es,Mbini
10339,2233,ru,два
10340,2233,ka,ორი
10341,2234,original,Evinayong
10342,2234,en,Evinayong
10343,2234,es,Evinayong
10344,2234,ru,Эвинайонг
10345,2234,ka,ევინაიონგი
10346,2235,original,Luba
10347,2235,en,Luba
10348,2235,es,Luba
10349,2235,ru,Луба
10350,2235,ka,ლუბა
10351,2236,original,Mongomo
10352,2236,en,Mongomo
10353,2236,es,Mongomo
10354,2236,ru,Монгомо
10355,2236,ka,მონგომო
10356,2237,original,Ebebiyín
10357,2237,en,Ebebiyín
10358,2237,es,Ebebiyín
10359,2237,ru,Эбебийин
10360,2237,ka,ებიბიინი
10361,2238,original,Itea
10362,2238,en,Ita
10363,2238,es,itá
10364,2238,ru,Ита
10365,2238,ka,იტა
10366,2239,original,Ioannina
10367,2239,en,Ioannina
10368,2239,es,Ioánina
10369,2239,ru,Янина
10370,2239,ka,იანინა
10371,2240,original,Κομνήνειο
10372,2240,en,Comnenium
10373,2240,es,Comnenio
10374,2240,ru,Комниум
10375,2240,ka,კომნენიუმი
10376,2241,original,Κοζάνη
10377,2241,en,Kozani
10378,2241,es,Kozaní
10379,2241,ru,Козани
10380,2241,ka,კოზანი
10381,2242,original,Καστοριά
10382,2242,en,Kastoria
10383,2242,es,Kastoriá
10384,2242,ru,Кастория
10385,2242,ka,კასტორია
10386,2243,original,Coatepeque
10387,2243,en,Coatepeque
10388,2243,es,Coatepeque
10389,2243,ru,Коатепеке
10390,2243,ka,კოატეპეკი
10391,2244,original,Retalhuleu
10392,2244,en,Retalhuleu
10393,2244,es,Retalhuleu
10394,2244,ru,Реталулеу
10395,2244,ka,რეტალჰულეუ
10396,2245,original,Mazatenango
10397,2245,en,Mazatenango
10398,2245,es,Mazatenango
10399,2245,ru,Масатенанго
10400,2245,ka,მაზატენანგო
10401,2246,original,Quetzaltenango
10402,2246,en,Quetzaltenango
10403,2246,es,Quetzaltenango
10404,2246,ru,Кецальтенанго
10405,2246,ka,კეცალტენანგო
10406,2247,original,Huehuetenango
10407,2247,en,Huehuetenango
10408,2247,es,Huehuetenango
10409,2247,ru,Уэуэтенанго
10410,2247,ka,ჰუეჰუეტენანგო
10411,2248,original,Escuintla
10412,2248,en,Escuintla
10413,2248,es,Escuintla
10414,2248,ru,Эскуинтла
10415,2248,ka,ესკუინტლა
10416,2249,original,Chimaltenango
10417,2249,en,Chimaltenango
10418,2249,es,Chimaltenango
10419,2249,ru,Чимальтенанго
10420,2249,ka,ჩიმალტენანგო
10421,2250,original,San José Pinula
10422,2250,en,San José Pinula
10423,2250,es,San José Pinula
10424,2250,ru,Сан-Хосе Пинула
10425,2250,ka,სან ხოსე პინულა
10426,2251,original,Mixco
10427,2251,en,Mixco
10428,2251,es,Mixco
10429,2251,ru,Микско
10430,2251,ka,მიქსკო
10431,2252,original,Santa Cruz del Quiché
10432,2252,en,Santa Cruz del Quiché
10433,2252,es,Santa Cruz del Quiché
10434,2252,ru,Санта-Крус-дель-Киче
10435,2252,ka,სანტა კრუზ დელ კიშე
10436,2253,original,Jalapa
10437,2253,en,Jalapa
10438,2253,es,Jalapa
10439,2253,ru,Халапа
10440,2253,ka,ჯალაპა
10441,2254,original,Chiquimula
10442,2254,en,Chiquimula
10443,2254,es,Chiquimula
10444,2254,ru,Чикимула
10445,2254,ka,ჩიქიმულა
10446,2255,original,Zacapa
10447,2255,en,Zacapa
10448,2255,es,Zacapa
10449,2255,ru,Сакапа
10450,2255,ka,ზაკაპა
10451,2256,original,Puerto Barrios
10452,2256,en,Puerto Barrios
10453,2256,es,Puerto Barrios
10454,2256,ru,Пуэрто-Барриос
10455,2256,ka,პუერტო ბარიოსი
10456,2257,original,Flores
10457,2257,en,Flores
10458,2257,es,Flores
10459,2257,ru,Флорес
10460,2257,ka,ფლორესი
10461,2258,original,Gabu
10462,2258,en,Go
10463,2258,es,Ir
10464,2258,ru,Идти
10465,2258,ka,წადი
10466,2259,original,Bafatá
10467,2259,en,Bafatá
10468,2259,es,Bafatá
10469,2259,ru,Бафата
10470,2259,ka,ბაფატა
10471,2260,original,Linden
10472,2260,en,Linden
10473,2260,es,Linden
10474,2260,ru,Линден
10475,2260,ka,ლინდენი
10476,2261,original,Paradise
10477,2261,en,Paradise
10478,2261,es,Paraíso
10479,2261,ru,Рай
10480,2261,ka,სამოთხე
10481,2262,original,New Amsterdam
10482,2262,en,New Amsterdam
10483,2262,es,Nueva Ámsterdam
10484,2262,ru,Нью-Амстердам
10485,2262,ka,ახალი ამსტერდამი
10486,2263,original,San Pedro Sula
10487,2263,en,San Pedro Sula
10488,2263,es,San Pedro Sula
10489,2263,ru,Сан-Педро-Сула
10490,2263,ka,სან პედრო სულა
10491,2264,original,Nacaome
10492,2264,en,Nacaome
10493,2264,es,Nacaome
10494,2264,ru,Накаоме
10495,2264,ka,ნაკაომე
10496,2265,original,Choluteca
10497,2265,en,Choluteca
10498,2265,es,Choluteca
10499,2265,ru,Чолутека
10500,2265,ka,ჩოლუტეკა
10501,2266,original,Yuscarán
10502,2266,en,Yuscaran
10503,2266,es,Yuscarán
10504,2266,ru,Юскаран
10505,2266,ka,იუსკარანი
10506,2267,original,Danlí
10507,2267,en,Danli
10508,2267,es,Danlí
10509,2267,ru,Данли
10510,2267,ka,დანლი
10511,2268,original,Nueva Ocotepeque
10512,2268,en,New Ocotepeque
10513,2268,es,Nueva Ocotepeque
10514,2268,ru,Нуэва-Окотепеке
10515,2268,ka,ახალი ოკოტეპეკი
10516,2269,original,Santa Rosa de Copán
10517,2269,en,Santa Rosa de Copan
10518,2269,es,Santa Rosa de Copán
10519,2269,ru,Санта-Роза-де-Копан
10520,2269,ka,სანტა როზა დე კოპანი
10521,2270,original,La Esperanza
10522,2270,en,The hope
10523,2270,es,La Esperanza
10524,2270,ru,Надежда
10525,2270,ka,Იმედი
10526,2271,original,Gracias
10527,2271,en,Gracias
10528,2271,es,Gracias
10529,2271,ru,Грасиас
10530,2271,ka,გრაციასი
10531,2272,original,La Paz
10532,2272,en,Peace
10533,2272,es,La Paz
10534,2272,ru,Мир
10535,2272,ka,მშვიდობა
10536,2273,original,Comayagua
10537,2273,en,Comayagua
10538,2273,es,Comayagua
10539,2273,ru,Комаягуа
10540,2273,ka,კომაიაგუა
10541,2274,original,Santa Bárbara
10542,2274,en,Saint Barbara
10543,2274,es,Santa Bárbara
10544,2274,ru,Святая Варвара
10545,2274,ka,წმინდა ბარბარე
10551,2276,original,Choloma
10552,2276,en,Choloma
10553,2276,es,choloma
10554,2276,ru,Чолома
10555,2276,ka,ჩოლომა
10556,2277,original,Puerto Cortés
10557,2277,en,Puerto Cortes
10558,2277,es,Puerto Cortés
10559,2277,ru,Пуэрто-Кортес
10560,2277,ka,პუერტო კორტესი
10561,2278,original,Guaimaca
10562,2278,en,Guaimaca
10563,2278,es,Guaimaca
10564,2278,ru,Гуаймака
10565,2278,ka,გუაიმაკა
10566,2279,original,Juticalpa
10567,2279,en,Juticalpa
10568,2279,es,Juticalpa
10569,2279,ru,Хутикальпа
10570,2279,ka,იუტიკალპა
10571,2280,original,Yoro
10572,2280,en,Yoro
10573,2280,es,Yoro
10574,2280,ru,Йоро
10575,2280,ka,იორო
10576,2281,original,Catacamas
10577,2281,en,Catabeds
10578,2281,es,Catacamas
10579,2281,ru,Катабеды
10580,2281,ka,კატაბედები
10581,2282,original,Trujillo
10582,2282,en,Trujillo
10583,2282,es,Trujillo
10584,2282,ru,Трухильо
10585,2282,ka,ტრუხილიო
10586,2283,original,Puerto Lempira
10587,2283,en,Puerto Lempira
10588,2283,es,Puerto Lempira
10589,2283,ru,Пуэрто-Лемпира
10590,2283,ka,პუერტო ლემპირა
10591,2284,original,Zadar
10592,2284,en,Zadar
10593,2284,es,Zadar
10594,2284,ru,Задар
10595,2284,ka,ზადარი
10597,2285,en,Šibenik
10598,2285,es,Sibenik
10599,2285,ru,Шибеник
10600,2285,ka,შიბენიკი
10601,2286,original,Dubrovnik
10602,2286,en,Dubrovnik
10603,2286,es,Dubrovnik
10604,2286,ru,Дубровник
10605,2286,ka,დუბროვნიკი
10606,2287,original,Karlovac
10607,2287,en,Karlovac
10608,2287,es,Karlovac
10609,2287,ru,Карловац
10610,2287,ka,კარლოვაცი
10616,2289,original,Varaždin
10617,2289,en,Varaždin
10618,2289,es,Varaždin
10619,2289,ru,Вараждин
10620,2289,ka,ვარაჟდინი
10621,2290,original,Pula
10622,2290,en,Anyway
10623,2290,es,Pola
10624,2290,ru,Пула
10625,2290,ka,პულა
10636,2293,original,Rijeka
10637,2293,en,River
10638,2293,es,Río
10639,2293,ru,Риека
10640,2293,ka,რიეკა
10646,2295,original,Sisak
10647,2295,en,Mad dog
10648,2295,es,Perro rabioso
10649,2295,ru,Сисак
10650,2295,ka,სისაკი
10651,2296,original,Bjelovar
10652,2296,en,Bjelovar
10653,2296,es,Bjelovar
10654,2296,ru,Бьеловар
10655,2296,ka,ბელოვარი
10661,2298,original,sainte anne
10662,2298,en,Saint Anne
10663,2298,es,Santa Ana
10664,2298,ru,Святая Анна
10665,2298,ka,წმინდა ანა
10666,2299,original,Jérémie
10667,2299,en,Jeremiah
10668,2299,es,Jeremías
10669,2299,ru,Жереми
10670,2299,ka,იერემია
10671,2300,original,Jacmel
10672,2300,en,Jacmel
10673,2300,es,jacmel
10674,2300,ru,Жакмель
10675,2300,ka,ჯაკმელი
10676,2301,original,Léogâne
10677,2301,en,Léogâne
10678,2301,es,Leogane
10679,2301,ru,Леоган
10680,2301,ka,ლეოგანი
10681,2302,original,Grand Lagon
10682,2302,en,Great Lagoon
10683,2302,es,Gran Laguna
10684,2302,ru,Большая лагуна
10685,2302,ka,დიდი ლაგუნა
10686,2303,original,Anba Salin
10687,2303,en,Anba Salin
10688,2303,es,Anba Salin
10689,2303,ru,Анба Салин
10690,2303,ka,ანბა სალინი
10691,2304,original,Terre Plate
10692,2304,en,Terre Plate
10693,2304,es,Placa Terre
10694,2304,ru,Терре Плита
10695,2304,ka,Terre Plate
10696,2305,original,Trou louis-jeune
10697,2305,en,Hole louis-young
10698,2305,es,Agujero louis-joven
10699,2305,ru,Отверстие Луи-Янг
10700,2305,ka,ჰოლე ლუის-ახალგაზრდა
10701,2306,original,Port les Etroits
10702,2306,en,Port les Etroits
10703,2306,es,Puerto Les Étroits
10704,2306,ru,Порт-ле-Этруа
10705,2306,ka,პორტ ლეს ეტროიტსი
10706,2307,original,Localité Tèt Salin
10707,2307,en,Locality Têt Salin
10708,2307,es,Localidad Têt Salin
10709,2307,ru,Населенный пункт Тет Салин
10710,2307,ka,დასახლება Têt Salin
10596,2285,original,Šibenik
10796,2325,original,Kecskemét
10797,2325,en,Goatskemet
10798,2325,es,kemet de cabra
10799,2325,ru,Кечкемет
10800,2325,ka,თხის სკემეტი
10801,2326,original,Szolnok
10802,2326,en,Szolnok
10803,2326,es,Szolnok
10804,2326,ru,Сольнок
10805,2326,ka,სოლნოკი
10806,2327,original,Békéscsaba
10807,2327,en,Békéscsaba
10808,2327,es,Békéscsaba
10809,2327,ru,Бекешчаба
